col_1,col_2,col_3,col_4,result
3,48.8677930109518,9.77051796798408,2.15891715502729,107.779762160923
3,51.9042409919598,-6.19304066325239,0.813542820054378,104.525504472348
3,20.3231675221893,-9.89863578896172,-0.854726104624042,37.8422910452738
3,99.6689924325061,-2.83503890143131,0.170969478554308,201.091434892851
3,9.1428352533781,-2.03155657622697,-0.111719691930471,20.1581725267122
3,40.6251183757183,7.3140750530151,-1.8309643596878,86.0763099182563
3,51.7516844057669,-8.18157282725246,-0.547401289528395,101.865181108379
3,39.3845767060953,-2.85304483130922,-0.966045369344553,79.3765856271915
3,91.696582028112,-7.48806393723203,-0.357219184276488,182.291912903331
3,76.0566298257331,3.01239363352438,-1.29225654712418,155.327199921104
3,43.3973865129155,8.81342756687342,-0.79132664908605,93.4101601601817
3,86.9253183894326,6.72568531488783,1.5186714960319,181.732150932341
3,17.7343519941231,-7.89586712027356,-1.36236431867661,33.1584061094328
3,16.6637346950287,1.98217370231939,0.472200868700756,37.7907571099179
3,78.1073538931827,-6.91137256914776,-1.33012214089181,154.4288993609
3,9.5414845790482,9.77801405082221,0.913094594013831,27.8850707775213
3,92.8444481480901,4.05790959792005,-0.616083319182346,190.101767775958
3,77.8995112202484,-6.99207490942353,0.287974698057001,155.590959683842
3,71.512983071736,8.87911286085442,0.0218275750125083,150.487350148912
3,24.8656770692493,7.37979029754822,0.866040722664672,57.2872900099374
3,99.3182817072404,6.92525834304791,0.0698936878584466,205.169086273863
3,82.4756642730944,1.98031759990336,-0.212067542622145,168.729419803518
3,12.2514813080249,-9.48020352472303,0.229988656660959,22.9928495103492
3,89.8748282262765,-5.82337535633304,0.869942814314642,180.707911588701
3,27.7521551152165,9.86720842247798,1.76767430645283,65.2055887481248
3,10.1538892216731,-1.03593191620092,-0.512988321099549,22.2768241641461
3,26.4286019762786,-2.69250951218611,0.344703069601551,54.8556522660657
3,27.2700535081409,-5.3903809789339,-0.716873742557986,54.1280427842569
3,59.6134819000154,-6.17368620989898,0.975877671455596,120.115998366537
3,64.7277986240244,-3.29161626695874,-2.39569718529767,128.414091929272
3,95.6196418095852,-5.34117835458012,-0.255404965498519,191.313289476382
3,35.6362579145475,-4.27781455392823,0.316499246108483,72.4501077982394
3,45.4725457630052,7.51279115151785,0.024886805872922,97.7263739076422
3,92.715374794085,4.2262366353752,-0.0941013441097668,190.449766561748
3,11.0651306469114,4.38927730978873,-0.689967231318873,26.6349327173982
3,89.4016695139598,-9.8994358711528,0.710284004459366,177.563905096803
3,31.0022210304412,6.34010599992372,0.489320825266073,68.6638158861103
3,44.8549352973314,-2.7808221074874,0.658829638292353,91.9782891792115
3,87.7099609402953,3.96721686616133,0.271572001682509,180.675102315354
3,16.8416894498662,-0.882946086255227,2.01048901883413,38.252394875439
3,63.7487541455434,2.47056682857624,-0.600227108828383,131.132564596547
3,53.6821789813285,-8.18624269548011,-0.852601051813859,105.418635563103
3,34.7135806533254,-1.85599155408381,0.162990248657762,71.6621557782666
3,14.9478878875491,-0.56275499200299,0.950936406837762,33.5653346859344
